date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:28:13	35901/35901	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Sep%202019%2015:28:12%20GMT	https://mp3-youtube.download/bg	D:/downloaded%20websites/MP3%20Converter/mp3-youtube.download/bg.html	(from https://mp3-youtube.download/en)
17:28:13	36639/36639	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Sep%202019%2015:28:12%20GMT	https://mp3-youtube.download/ru	D:/downloaded%20websites/MP3%20Converter/mp3-youtube.download/ru.html	(from https://mp3-youtube.download/en)
17:28:13	25315/25315	---M--	200	added ('OK')	image/png	etag:%225d6d1896-62e3%22	https://mp3-youtube.download/images/facebook.png?id=cb9d3e13ff947e83506b	D:/downloaded%20websites/MP3%20Converter/mp3-youtube.download/images/facebook1b56.png	(from https://mp3-youtube.download/en)
17:28:14	1235/1235	---MCZ	200	added ('OK')	application/json	etag:W/%225d6d1896-4d3%22	https://mp3-youtube.download/manifest.json?id=8fdaf940f00fc1b50672	D:/downloaded%20websites/MP3%20Converter/mp3-youtube.download/manifestffd3.json	(from https://mp3-youtube.download/en)
17:28:14	368/368	---MC-	302	error ('Found')	text/html	date:Thu,%2005%20Sep%202019%2015:28:13%20GMT	https://mp3-youtube.download/	D:/downloaded%20websites/MP3%20Converter/mp3-youtube.download/index.html	(from https://mp3-youtube.download/en)
17:28:14	15086/15086	---MCZ	200	added ('OK')	image/x-icon	etag:W/%225d6d1896-3aee%22	https://mp3-youtube.download/favicon.ico?id=01a7449eb07d42b79511	D:/downloaded%20websites/MP3%20Converter/mp3-youtube.download/favicon94d1.ico	(from https://mp3-youtube.download/en)
17:28:14	2309/2309	---M--	200	added ('OK')	image/png	etag:%225d6d1896-905%22	https://mp3-youtube.download/icons/apple-touch-icon.png?id=0d99099f31f315e8ec7f	D:/downloaded%20websites/MP3%20Converter/mp3-youtube.download/icons/apple-touch-icone7c7.png	(from https://mp3-youtube.download/en)
17:28:15	1061/1061	---M--	200	added ('OK')	image/png	etag:%225d6d1896-425%22	https://mp3-youtube.download/icons/favicon-32x32.png?id=3be983b35c7306faad41	D:/downloaded%20websites/MP3%20Converter/mp3-youtube.download/icons/favicon-32x328545.png	(from https://mp3-youtube.download/en)
17:28:15	644/644	---M--	200	added ('OK')	image/png	etag:%225d6d1896-284%22	https://mp3-youtube.download/icons/favicon-16x16.png?id=6030817c2e786d8ff076	D:/downloaded%20websites/MP3%20Converter/mp3-youtube.download/icons/favicon-16x16ef4b.png	(from https://mp3-youtube.download/en)
17:28:15	589/589	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225d6d1896-24d%22	https://mp3-youtube.download/icons/safari-pinned-tab.svg?id=50b149d5f78847999526	D:/downloaded%20websites/MP3%20Converter/mp3-youtube.download/icons/safari-pinned-tab376f.svg	(from https://mp3-youtube.download/en)
17:28:15	286/286	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225d6d1896-11e%22	https://mp3-youtube.download/images/flags/4x3/bg.svg	D:/downloaded%20websites/MP3%20Converter/mp3-youtube.download/images/flags/4x3/bg.svg	(from https://mp3-youtube.download/en)
17:28:15	213/213	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225d6d1896-d5%22	https://mp3-youtube.download/images/flags/4x3/de.svg	D:/downloaded%20websites/MP3%20Converter/mp3-youtube.download/images/flags/4x3/de.svg	(from https://mp3-youtube.download/en)
17:28:16	92061/92061	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225d6d1896-1679d%22	https://mp3-youtube.download/images/flags/4x3/es.svg	D:/downloaded%20websites/MP3%20Converter/mp3-youtube.download/images/flags/4x3/es.svg	(from https://mp3-youtube.download/en)
17:28:16	292/292	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225d6d1896-124%22	https://mp3-youtube.download/images/flags/4x3/fr.svg	D:/downloaded%20websites/MP3%20Converter/mp3-youtube.download/images/flags/4x3/fr.svg	(from https://mp3-youtube.download/en)
17:28:16	837/837	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225d6d1896-345%22	https://mp3-youtube.download/images/flags/4x3/gb.svg	D:/downloaded%20websites/MP3%20Converter/mp3-youtube.download/images/flags/4x3/gb.svg	(from https://mp3-youtube.download/en)
17:28:16	292/292	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225d6d1896-124%22	https://mp3-youtube.download/images/flags/4x3/it.svg	D:/downloaded%20websites/MP3%20Converter/mp3-youtube.download/images/flags/4x3/it.svg	(from https://mp3-youtube.download/en)
17:28:17	364/364	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225d6d1896-16c%22	https://mp3-youtube.download/images/flags/4x3/nl.svg	D:/downloaded%20websites/MP3%20Converter/mp3-youtube.download/images/flags/4x3/nl.svg	(from https://mp3-youtube.download/en)
17:28:17	222/222	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225d6d1896-de%22	https://mp3-youtube.download/images/flags/4x3/pl.svg	D:/downloaded%20websites/MP3%20Converter/mp3-youtube.download/images/flags/4x3/pl.svg	(from https://mp3-youtube.download/en)
17:28:17	8369/8369	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225d6d1896-20b1%22	https://mp3-youtube.download/images/flags/4x3/pt.svg	D:/downloaded%20websites/MP3%20Converter/mp3-youtube.download/images/flags/4x3/pt.svg	(from https://mp3-youtube.download/en)
17:28:17	305/305	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225d6d1896-131%22	https://mp3-youtube.download/images/flags/4x3/ro.svg	D:/downloaded%20websites/MP3%20Converter/mp3-youtube.download/images/flags/4x3/ro.svg	(from https://mp3-youtube.download/en)
17:28:18	286/286	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225d6d1896-11e%22	https://mp3-youtube.download/images/flags/4x3/ru.svg	D:/downloaded%20websites/MP3%20Converter/mp3-youtube.download/images/flags/4x3/ru.svg	(from https://mp3-youtube.download/en)
17:28:18	554/554	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225d6d1896-22a%22	https://mp3-youtube.download/images/flags/4x3/tr.svg	D:/downloaded%20websites/MP3%20Converter/mp3-youtube.download/images/flags/4x3/tr.svg	(from https://mp3-youtube.download/en)
17:28:18	258/258	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225d6d1896-102%22	https://mp3-youtube.download/images/flags/4x3/es-ct.svg	D:/downloaded%20websites/MP3%20Converter/mp3-youtube.download/images/flags/4x3/es-ct.svg	(from https://mp3-youtube.download/en)
17:28:18	37560/37560	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Sep%202019%2015:28:17%20GMT	https://mp3-youtube.download/en/faq	D:/downloaded%20websites/MP3%20Converter/mp3-youtube.download/en/faq.html	(from https://mp3-youtube.download/en)
17:28:18	33071/33071	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Sep%202019%2015:28:17%20GMT	https://mp3-youtube.download/en/copyright	D:/downloaded%20websites/MP3%20Converter/mp3-youtube.download/en/copyright.html	(from https://mp3-youtube.download/en)
17:28:19	37185/37185	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Sep%202019%2015:28:17%20GMT	https://mp3-youtube.download/en/blog	D:/downloaded%20websites/MP3%20Converter/mp3-youtube.download/en/blog.html	(from https://mp3-youtube.download/en)
17:28:19	45371/45371	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Sep%202019%2015:28:18%20GMT	https://mp3-youtube.download/en/privacy	D:/downloaded%20websites/MP3%20Converter/mp3-youtube.download/en/privacy.html	(from https://mp3-youtube.download/en)
17:28:19	164262/164262	---MCZ	200	added ('OK')	application/javascript	etag:W/%225d6d1896-281a6%22	https://mp3-youtube.download/js/app.js?id=83ab9beb638562b325ee	D:/downloaded%20websites/MP3%20Converter/mp3-youtube.download/js/appb634.js	(from https://mp3-youtube.download/en)
17:28:19	67296/67296	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2002%20Sep%202019%2013:31:02%20GMT	https://mp3-youtube.download/uhwcpdm2ec9m8stgum1n/	D:/downloaded%20websites/MP3%20Converter/mp3-youtube.download/uhwcpdm2ec9m8stgum1n/index.html	(from https://mp3-youtube.download/en)
17:28:20	37762/37762	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Sep%202019%2015:28:18%20GMT	https://mp3-youtube.download/ca/pmf	D:/downloaded%20websites/MP3%20Converter/mp3-youtube.download/ca/pmf.html	(from https://mp3-youtube.download/ca)
17:28:20	33077/33077	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Sep%202019%2015:28:19%20GMT	https://mp3-youtube.download/ca/copyright	D:/downloaded%20websites/MP3%20Converter/mp3-youtube.download/ca/copyright.html	(from https://mp3-youtube.download/ca)
17:28:20	37192/37192	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Sep%202019%2015:28:19%20GMT	https://mp3-youtube.download/ca/blog	D:/downloaded%20websites/MP3%20Converter/mp3-youtube.download/ca/blog.html	(from https://mp3-youtube.download/ca)
17:28:21	45377/45377	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Sep%202019%2015:28:19%20GMT	https://mp3-youtube.download/ca/privacy	D:/downloaded%20websites/MP3%20Converter/mp3-youtube.download/ca/privacy.html	(from https://mp3-youtube.download/ca)
17:28:21	37392/37392	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Sep%202019%2015:28:19%20GMT	https://mp3-youtube.download/de/faq	D:/downloaded%20websites/MP3%20Converter/mp3-youtube.download/de/faq.html	(from https://mp3-youtube.download/de)
17:28:21	33125/33125	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Sep%202019%2015:28:20%20GMT	https://mp3-youtube.download/de/copyright	D:/downloaded%20websites/MP3%20Converter/mp3-youtube.download/de/copyright.html	(from https://mp3-youtube.download/de)
17:28:21	37245/37245	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Sep%202019%2015:28:20%20GMT	https://mp3-youtube.download/de/blog	D:/downloaded%20websites/MP3%20Converter/mp3-youtube.download/de/blog.html	(from https://mp3-youtube.download/de)
17:28:22	51399/51399	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Sep%202019%2015:28:20%20GMT	https://mp3-youtube.download/de/datenschutzrichtlinie	D:/downloaded%20websites/MP3%20Converter/mp3-youtube.download/de/datenschutzrichtlinie.html	(from https://mp3-youtube.download/de)
17:28:22	37728/37728	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Sep%202019%2015:28:20%20GMT	https://mp3-youtube.download/es/faq	D:/downloaded%20websites/MP3%20Converter/mp3-youtube.download/es/faq.html	(from https://mp3-youtube.download/es)
17:28:22	33084/33084	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Sep%202019%2015:28:21%20GMT	https://mp3-youtube.download/es/copyright	D:/downloaded%20websites/MP3%20Converter/mp3-youtube.download/es/copyright.html	(from https://mp3-youtube.download/es)
17:28:22	37200/37200	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Sep%202019%2015:28:21%20GMT	https://mp3-youtube.download/es/blog	D:/downloaded%20websites/MP3%20Converter/mp3-youtube.download/es/blog.html	(from https://mp3-youtube.download/es)
17:28:23	48727/48727	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Sep%202019%2015:28:21%20GMT	https://mp3-youtube.download/es/privacidad	D:/downloaded%20websites/MP3%20Converter/mp3-youtube.download/es/privacidad.html	(from https://mp3-youtube.download/es)
17:28:23	38030/38030	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Sep%202019%2015:28:21%20GMT	https://mp3-youtube.download/fr/faq	D:/downloaded%20websites/MP3%20Converter/mp3-youtube.download/fr/faq.html	(from https://mp3-youtube.download/fr)
17:28:23	33194/33194	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Sep%202019%2015:28:22%20GMT	https://mp3-youtube.download/fr/copyright	D:/downloaded%20websites/MP3%20Converter/mp3-youtube.download/fr/copyright.html	(from https://mp3-youtube.download/fr)
17:28:23	37220/37220	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Sep%202019%2015:28:22%20GMT	https://mp3-youtube.download/fr/blog	D:/downloaded%20websites/MP3%20Converter/mp3-youtube.download/fr/blog.html	(from https://mp3-youtube.download/fr)
17:28:24	50551/50551	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Sep%202019%2015:28:22%20GMT	https://mp3-youtube.download/fr/confidentialite	D:/downloaded%20websites/MP3%20Converter/mp3-youtube.download/fr/confidentialite.html	(from https://mp3-youtube.download/fr)
17:28:24	37707/37707	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Sep%202019%2015:28:22%20GMT	https://mp3-youtube.download/it/faq	D:/downloaded%20websites/MP3%20Converter/mp3-youtube.download/it/faq.html	(from https://mp3-youtube.download/it)
17:28:24	33086/33086	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Sep%202019%2015:28:23%20GMT	https://mp3-youtube.download/it/copyright	D:/downloaded%20websites/MP3%20Converter/mp3-youtube.download/it/copyright.html	(from https://mp3-youtube.download/it)
17:28:24	37200/37200	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Sep%202019%2015:28:23%20GMT	https://mp3-youtube.download/it/blog	D:/downloaded%20websites/MP3%20Converter/mp3-youtube.download/it/blog.html	(from https://mp3-youtube.download/it)
17:28:25	48763/48763	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Sep%202019%2015:28:23%20GMT	https://mp3-youtube.download/it/riservatezza	D:/downloaded%20websites/MP3%20Converter/mp3-youtube.download/it/riservatezza.html	(from https://mp3-youtube.download/it)
17:28:25	37700/37700	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Sep%202019%2015:28:23%20GMT	https://mp3-youtube.download/nl/faq	D:/downloaded%20websites/MP3%20Converter/mp3-youtube.download/nl/faq.html	(from https://mp3-youtube.download/nl)
17:28:25	33089/33089	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Sep%202019%2015:28:24%20GMT	https://mp3-youtube.download/nl/copyright	D:/downloaded%20websites/MP3%20Converter/mp3-youtube.download/nl/copyright.html	(from https://mp3-youtube.download/nl)
17:28:25	37203/37203	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Sep%202019%2015:28:24%20GMT	https://mp3-youtube.download/nl/blog	D:/downloaded%20websites/MP3%20Converter/mp3-youtube.download/nl/blog.html	(from https://mp3-youtube.download/nl)
17:28:25	49576/49576	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Sep%202019%2015:28:24%20GMT	https://mp3-youtube.download/nl/privacybeleid	D:/downloaded%20websites/MP3%20Converter/mp3-youtube.download/nl/privacybeleid.html	(from https://mp3-youtube.download/nl)
17:28:26	37889/37889	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Sep%202019%2015:28:24%20GMT	https://mp3-youtube.download/pl/faq	D:/downloaded%20websites/MP3%20Converter/mp3-youtube.download/pl/faq.html	(from https://mp3-youtube.download/pl)
17:28:26	33106/33106	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Sep%202019%2015:28:24%20GMT	https://mp3-youtube.download/pl/copyright	D:/downloaded%20websites/MP3%20Converter/mp3-youtube.download/pl/copyright.html	(from https://mp3-youtube.download/pl)
17:28:26	37231/37231	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Sep%202019%2015:28:25%20GMT	https://mp3-youtube.download/pl/blog	D:/downloaded%20websites/MP3%20Converter/mp3-youtube.download/pl/blog.html	(from https://mp3-youtube.download/pl)
17:28:26	45412/45412	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Sep%202019%2015:28:25%20GMT	https://mp3-youtube.download/pl/prywatnosc	D:/downloaded%20websites/MP3%20Converter/mp3-youtube.download/pl/prywatnosc.html	(from https://mp3-youtube.download/pl)
17:28:27	37790/37790	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Sep%202019%2015:28:25%20GMT	https://mp3-youtube.download/pt/faq	D:/downloaded%20websites/MP3%20Converter/mp3-youtube.download/pt/faq.html	(from https://mp3-youtube.download/pt)
17:28:27	33105/33105	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Sep%202019%2015:28:25%20GMT	https://mp3-youtube.download/pt/copyright	D:/downloaded%20websites/MP3%20Converter/mp3-youtube.download/pt/copyright.html	(from https://mp3-youtube.download/pt)
17:28:27	37230/37230	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Sep%202019%2015:28:26%20GMT	https://mp3-youtube.download/pt/blog	D:/downloaded%20websites/MP3%20Converter/mp3-youtube.download/pt/blog.html	(from https://mp3-youtube.download/pt)
17:28:27	45470/45470	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Sep%202019%2015:28:26%20GMT	https://mp3-youtube.download/pt/privacidade	D:/downloaded%20websites/MP3%20Converter/mp3-youtube.download/pt/privacidade.html	(from https://mp3-youtube.download/pt)
17:28:28	37816/37816	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Sep%202019%2015:28:26%20GMT	https://mp3-youtube.download/ro/faq	D:/downloaded%20websites/MP3%20Converter/mp3-youtube.download/ro/faq.html	(from https://mp3-youtube.download/ro)
17:28:28	33125/33125	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Sep%202019%2015:28:26%20GMT	https://mp3-youtube.download/ro/copyright	D:/downloaded%20websites/MP3%20Converter/mp3-youtube.download/ro/copyright.html	(from https://mp3-youtube.download/ro)
17:28:28	37240/37240	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Sep%202019%2015:28:27%20GMT	https://mp3-youtube.download/ro/blog	D:/downloaded%20websites/MP3%20Converter/mp3-youtube.download/ro/blog.html	(from https://mp3-youtube.download/ro)
17:28:28	45542/45542	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Sep%202019%2015:28:27%20GMT	https://mp3-youtube.download/ro/privacy	D:/downloaded%20websites/MP3%20Converter/mp3-youtube.download/ro/privacy.html	(from https://mp3-youtube.download/ro)
17:28:29	37829/37829	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Sep%202019%2015:28:27%20GMT	https://mp3-youtube.download/tr/sss	D:/downloaded%20websites/MP3%20Converter/mp3-youtube.download/tr/sss.html	(from https://mp3-youtube.download/tr)
17:28:29	33094/33094	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Sep%202019%2015:28:27%20GMT	https://mp3-youtube.download/tr/telif-hakki	D:/downloaded%20websites/MP3%20Converter/mp3-youtube.download/tr/telif-hakki.html	(from https://mp3-youtube.download/tr)
17:28:29	37209/37209	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Sep%202019%2015:28:28%20GMT	https://mp3-youtube.download/tr/blog	D:/downloaded%20websites/MP3%20Converter/mp3-youtube.download/tr/blog.html	(from https://mp3-youtube.download/tr)
17:28:29	45392/45392	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Sep%202019%2015:28:28%20GMT	https://mp3-youtube.download/tr/gizlilik	D:/downloaded%20websites/MP3%20Converter/mp3-youtube.download/tr/gizlilik.html	(from https://mp3-youtube.download/tr)
17:28:30	38744/38744	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Sep%202019%2015:28:28%20GMT	https://mp3-youtube.download/bg/faq	D:/downloaded%20websites/MP3%20Converter/mp3-youtube.download/bg/faq.html	(from https://mp3-youtube.download/bg)
17:28:30	33145/33145	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Sep%202019%2015:28:28%20GMT	https://mp3-youtube.download/bg/copyright	D:/downloaded%20websites/MP3%20Converter/mp3-youtube.download/bg/copyright.html	(from https://mp3-youtube.download/bg)
17:28:30	37267/37267	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Sep%202019%2015:28:29%20GMT	https://mp3-youtube.download/bg/blog	D:/downloaded%20websites/MP3%20Converter/mp3-youtube.download/bg/blog.html	(from https://mp3-youtube.download/bg)
17:28:31	45457/45457	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Sep%202019%2015:28:29%20GMT	https://mp3-youtube.download/bg/poveritelnost	D:/downloaded%20websites/MP3%20Converter/mp3-youtube.download/bg/poveritelnost.html	(from https://mp3-youtube.download/bg)
17:28:31	39643/39643	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Sep%202019%2015:28:29%20GMT	https://mp3-youtube.download/ru/faq	D:/downloaded%20websites/MP3%20Converter/mp3-youtube.download/ru/faq.html	(from https://mp3-youtube.download/ru)
17:28:31	33192/33192	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Sep%202019%2015:28:30%20GMT	https://mp3-youtube.download/ru/copyright	D:/downloaded%20websites/MP3%20Converter/mp3-youtube.download/ru/copyright.html	(from https://mp3-youtube.download/ru)
17:28:31	37333/37333	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Sep%202019%2015:28:30%20GMT	https://mp3-youtube.download/ru/blog	D:/downloaded%20websites/MP3%20Converter/mp3-youtube.download/ru/blog.html	(from https://mp3-youtube.download/ru)
17:28:32	46224/46224	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Sep%202019%2015:28:30%20GMT	https://mp3-youtube.download/ru/konfidencialnost	D:/downloaded%20websites/MP3%20Converter/mp3-youtube.download/ru/konfidencialnost.html	(from https://mp3-youtube.download/ru)
17:28:32	384/384	---MC-	302	error ('Found')	text/html	date:Thu,%2005%20Sep%202019%2015:28:30%20GMT	https://mp3-youtube.download/faq	D:/downloaded%20websites/MP3%20Converter/mp3-youtube.download/faq	(from https://mp3-youtube.download/en/faq)
17:28:32	36127/36127	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Sep%202019%2015:28:31%20GMT	https://mp3-youtube.download/en/contact	D:/downloaded%20websites/MP3%20Converter/mp3-youtube.download/en/contact.html	(from https://mp3-youtube.download/en/faq)
17:28:32	408/408	---MC-	302	error ('Found')	text/html	date:Thu,%2005%20Sep%202019%2015:28:31%20GMT	https://mp3-youtube.download/copyright	D:/downloaded%20websites/MP3%20Converter/mp3-youtube.download/copyright	(from https://mp3-youtube.download/en/copyright)
17:28:33	388/388	---MC-	302	error ('Found')	text/html	date:Thu,%2005%20Sep%202019%2015:28:31%20GMT	https://mp3-youtube.download/blog	D:/downloaded%20websites/MP3%20Converter/mp3-youtube.download/blog	(from https://mp3-youtube.download/en/blog)
17:28:33	37157/37157	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Sep%202019%2015:28:32%20GMT	https://mp3-youtube.download/en/blog/change-on-youtube-side-error-message-this-url-does-not-exist	D:/downloaded%20websites/MP3%20Converter/mp3-youtube.download/en/blog/change-on-youtube-side-error-message-this-url-does-not-exist.html	(from https://mp3-youtube.download/en/blog)
17:28:33	35127/35127	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Sep%202019%2015:28:32%20GMT	https://mp3-youtube.download/en/blog/our-website-is-now-faster	D:/downloaded%20websites/MP3%20Converter/mp3-youtube.download/en/blog/our-website-is-now-faster.html	(from https://mp3-youtube.download/en/blog)
17:28:33	35221/35221	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Sep%202019%2015:28:32%20GMT	https://mp3-youtube.download/en/blog/what-happened-last-night	D:/downloaded%20websites/MP3%20Converter/mp3-youtube.download/en/blog/what-happened-last-night.html	(from https://mp3-youtube.download/en/blog)
17:28:34	66426/66426	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Sep%202019%2015:28:32%20GMT	https://mp3-youtube.download/en/blog/which-websites-are-compatible-with-our-youtube-mp3-converter	D:/downloaded%20websites/MP3%20Converter/mp3-youtube.download/en/blog/which-websites-are-compatible-with-our-youtube-mp3-converter.html	(from https://mp3-youtube.download/en/blog)
17:28:34	34689/34689	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Sep%202019%2015:28:33%20GMT	https://mp3-youtube.download/en/blog/our-new-blog-is-live	D:/downloaded%20websites/MP3%20Converter/mp3-youtube.download/en/blog/our-new-blog-is-live.html	(from https://mp3-youtube.download/en/blog)
17:28:34	400/400	---MC-	302	error ('Found')	text/html	date:Thu,%2005%20Sep%202019%2015:28:33%20GMT	https://mp3-youtube.download/privacy	D:/downloaded%20websites/MP3%20Converter/mp3-youtube.download/privacy	(from https://mp3-youtube.download/en/privacy)
17:28:34	384/384	---MC-	302	error ('Found')	text/html	date:Thu,%2005%20Sep%202019%2015:28:33%20GMT	https://mp3-youtube.download/faq	D:/downloaded%20websites/MP3%20Converter/mp3-youtube.download/faq	(from https://mp3-youtube.download/ca/pmf)
